x	y
0.445722678759085	0.748939855593756
0.472256649610281	0.996425956150721
0.144947782652425	0.412906912365105
0.685220320295756	0.178251959390421
0.19880645344755	0.243280118549851
0.733038099447615	0.132630485045943
0.399043071834319	0.34342509872321
0.232639799613871	0.52986075272637
0.755422778312274	0.0350408773862025
0.930488943167013	0.205792125537783
0.384584254141693	0.319802488865808
0.934503019439113	0.45627955231334
0.577845512793674	0.0253199672447749
0.0650843894409834	0.317288493917479
0.518413873363993	0.259789647429188
0.132980169420928	0.0345121296601333
0.659206928211809	0.293530294614655
0.279742883857481	0.310015604273442
0.553271140072306	0.818126020147542
0.315944425649282	0.448718802862913
0.81151216282614	0.357061054966525
0.183668802205504	0.160963140390143
0.32998181112023	0.0811042804307416
0.795386978871924	0.250408864457255
0.952919413526596	0.383683117365098
0.394738379415985	0.0364513989905561
0.60723708615339	0.206874751283638
0.833845016175182	0.208346820855624
0.675951872843971	0.267351023402922
0.432755967725717	0.740718236418346
0.426284001721749	0.12278104312588
0.496087118166218	0.661040307370299
0.32556365221535	0.667683230200769
0.650902563236058	0.679918583949722
0.599400986389564	0.988395672618093
0.381349849961356	0.95713279073612
0.290191096777226	0.450499692199938
0.648293965689492	0.910320553777578
0.185751544622136	0.182995808120378
0.353332764377548	0.362031688796835
0.299584142412783	0.280255093655455
0.636271460148311	0.119364840010865
0.0891794604198969	0.427352874877014
0.123297094275452	0.202363402136367
0.866760609773591	0.111500429002962
0.812004050591903	0.305562983576342
0.431433253932149	0.383884879982186
0.770180472225606	0.327477289983405
0.555033123882588	0.754570887017537
0.294534219457129	0.267643408954799
0.115810097741808	0.139359408106375
0.411046284371674	0.872783828306688
0.209189313785326	0.173409132784657
0.312337737998563	0.297614838456622
0.0859009688462357	0.152432976803871
0.722434690541298	0.205753874197974
0.161031066019775	0.396241191686223
0.815825459706201	0.209695625903802
0.449668887995281	0.705973081739106
0.581611981037324	0.887550713168047
0.556815321683301	0.662909838299892
0.783332743426023	0.25165699106406
0.351944760547479	0.274977847375942
0.233555721326478	0.184202117920666
0.410897256320877	0.640923114851685
0.529531039474538	0.100057522963611
0.298495093238906	0.653075979952929
0.365304156930144	0.411309123394561
0.750950031641097	0.129166958123135
0.567752249695791	0.924655590746262
0.269609920838106	0.11857339767783
0.561293189762259	0.829982822516614
0.311301259673333	0.405012824167148
0.131684626832389	0.241426703753935
0.255501311904854	0.682754428024219
0.332844596189636	0.0969850355011265
0.123425508947675	0.136688638137795
0.231766015716149	0.445167860335806
0.603222943014892	0.795111906820169
0.527038938867687	0.297931686117948
0.199747424028781	0.452139359793214
0.946403341654441	0.233343953084926
0.352304358471943	0.745700111513383
0.325513377262074	0.105294092834666
0.259562589801549	0.278106350396344
0.560222258880792	0.767876234046973
0.26796600844502	0.379249814650488
0.963069725653104	0.0549904446245362
0.692933025023141	0.218183427027831
0.827478786427048	0.163224512876735
0.187027009824491	0.19557146351412
0.523747957106364	0.724857908944908
0.187647952376027	0.398396375816229
0.476653945842605	0.333788691354235
0.134349233094084	0.0899346017836671
0.54350426446776	0.162360966855346
0.403698441596586	0.126584028765769
0.392616355567465	0.332954001081447
0.159290114217234	0.0533053074213454
0.799411674239071	0.0994347964828458
0.950097072723847	0.24209092049724
0.497667279267781	0.858796122296227
0.46640881584365	0.179558597152862
0.852269143968739	0.207389211267515
0.0745143427042268	0.153118913300316
0.440290881152719	0.321272345256706
0.421818667539009	0.139256583517996
0.07967457184854	0.336622463075018
0.261119880308986	0.269034048671732
0.941676626995341	0.291766519084294
0.41496200725441	0.289493935699776
0.719876248481636	0.254787895466213
0.240394894421132	0.22261026559392
0.41919002122309	0.360486078495373
0.220563723840604	0.675328397559327
0.189524419599905	0.51355405430274
0.899036048626988	0.0833972490708273
0.657232430839504	0.145100723463659
0.201203808372556	0.612756295982501
0.664368451039944	0.357949929980355
0.441903471433044	0.812056356570759
0.257091142412211	0.220132308421302
0.772259082784069	0.199953972717787
